gender,age_bucket,urbanicity,prefer_corrugated
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,1
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
female,18_to_35,urban,0
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,1
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
male,18_to_35,rural,0
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,1
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
female,18_to_35,rural,0
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
